epoch,accuracy,loss,val_accuracy,val_loss
0,0.6519306302070618,1.3190784454345703,0.8363228440284729,0.42536088824272156
1,0.8354784846305847,0.46401911973953247,0.8565022349357605,0.3977881669998169
2,0.8819249868392944,0.35810941457748413,0.8744394779205322,0.3362146317958832
3,0.9009513258934021,0.29181963205337524,0.8856502175331116,0.32699301838874817
4,0.9188584089279175,0.2237342745065689,0.8632286787033081,0.4184228777885437
5,0.9272523522377014,0.21682356297969818,0.8542600870132446,0.4193543791770935
6,0.9317291378974915,0.2054644078016281,0.878923773765564,0.3551621735095978
7,0.9362059235572815,0.18069785833358765,0.8497757911682129,0.4819886386394501
8,0.9468382596969604,0.14439870417118073,0.8609865307807922,0.45072445273399353
