epoch,accuracy,loss,val_accuracy,val_loss
0,0.09848909080028534,6.162754058837891,0.11434977501630783,2.3017830848693848
1,0.11247901618480682,2.307180643081665,0.11434977501630783,2.3018321990966797
2,0.11303861439228058,2.301090717315674,0.11434977501630783,2.301708221435547
3,0.11359821259975433,2.3022706508636475,0.11434977501630783,2.3016738891601562
4,0.11247901618480682,2.3015518188476562,0.11434977501630783,2.3015596866607666
5,0.11247901618480682,2.3015356063842773,0.11434977501630783,2.3017284870147705
6,0.11247901618480682,2.3014304637908936,0.11434977501630783,2.302243709564209
7,0.11247901618480682,2.301330089569092,0.11434977501630783,2.302408456802368
8,0.11247901618480682,2.3012895584106445,0.11434977501630783,2.302438974380493
9,0.11247901618480682,2.3012568950653076,0.11434977501630783,2.3024747371673584
